;link;data;titulo;texto
39;/br/content/ufrpe-recebe-o-ix-lecid;30/01/2023 - 15:35;UFRPE recebe o IX Lecid;" Durante muito tempo as Universidades foram espaços privilegiados para a formação profissional dos grupos sociais mais favorecidos da sociedade brasileira. Apenas depois da reforma universitária do final da década de 1990 e início dos anos 2000, é que passaram a exercer o papel de promoção do desenvolvimento social e econômico, mediante a gestão democrática, a valorização docente e a garantia da igualdade de oportunidades entre os discentes. Hoje, as Universidades são autarquias públicas que gozam de relativa autonomia administrativa e desenvolvem atividades de ensino, pesquisa e extensão, visando sempre a transformação da sociedade no sentido de uma maior justiça social. Trata-se de espaços públicos e democráticos que são administrados de modo a acolher pessoas oriundas de diferentes contextos sociais, oportunizando o aprendizado, a formação superior, a vida acadêmica e o acesso aos serviços oferecidos. A partir de meados dos anos 2000, o governo federal promoveu uma importante expansão do ensino superior e técnico no Brasil, com a criação de novas Universidades, Institutos federais e campi universitários no interior do território brasileiro. O Programa de Apoio a Planos de Reestruturação e Expansão das Universidades Federais (REUNI), instituído pelo Decreto nº 6.096/2007, ajudou a ampliar substancialmente a quantidade de vagas nas Universidades, contribuindo com a democratização e a massificação do ensino superior e tecnológico. Depois, com o Programa Nacional de Assistência Estudantil (PNAES), instituído pelo Decreto 7.234/2010, buscou-se viabilizar a igualdade de oportunidades, colaborando com a melhoria do desempenho acadêmico de grupos historicamente desfavorecidos. O Sistema de Seleção Unificada (SiSU) simplificou o ingresso nas Universidades, aumentando o número de matrículas. Depois, com a Lei de Cotas (Lei Nº 12.711/2012), a população negra e pobre, historicamente excluída do ensino superior, teve garantido seu ingresso nas Universidade e Institutos Federais mediante reserva de até 50% das vagas. Contudo, em que pese o ingresso crescente de pobres, mulheres, negros e indígenas, a referida massificação tem sido marcada por uma “inclusão excludente”, uma vez que os estudantes ainda enfrentam dificuldades materiais e acadêmicas, muitas das quais relacionadas à sua formação inicial e ao seu capital cultural e econômico. O Plano Nacional de Educação (Lei nº 13.005/14) estabeleceu como uma de suas metas a elevação da taxa bruta de matrícula na educação superior para 50% e da taxa líquida para 33% da população de 18 a 24 anos. Para tanto, propôs: ampliar as políticas de inclusão e de assistência estudantil; e reduzir as desigualdades étnico-raciais, ampliando a participação proporcional de grupos historicamente desfavorecidos na educação superior. Não obstante os programas de expansão e a oferta de auxílios e bolsas que objetivam a permanência, a diferença entre o número de ingressantes e de concluintes continua grande. Muitos alunos não encontram o devido acolhimento e acompanhamento pela instituição, o que os leva a desistência. A taxa média de evasão das Universidades Federais tem sido de 15% em média desde o REUNI. Atentos à função social da Universidade, e cientes de que teremos pela frente um longo caminho de reconstrução do país, acreditamos que é necessário voltar a discutir todas as garantias e avanços custosa e democraticamente tecidos em favor de uma educação pública, gratuita, laica e de qualidade. Por isso é que realizaremos neste ano de 2022 a nona edição do Simpósio Letramentos para a Cidadania. Nosso objetivo é voltar a debater a democratização das Universidades, de modo que se tornem cada vez mais um espaço de todes, todas e todos. O LECID é uma realização do Grupo PET Conexões de Saberes - Práticas de Letramento da UFRPE. As inscrições gratuitas estão abertas no site do evento, onde é possível também ter mais informações, como a programação. Podem se inscrever estudantes de graduação e pós-graduação Site do evento: https://www.even3.com.br/simposio-letramentos-para-a-cidadania-lecid-274163/"
40;/br/content/professor-da-universidade-de-lisboa-ministra-disciplina-no-programa-de-p%C3%B3s-gradua%C3%A7%C3%A3o-em;30/01/2023 - 14:05;Professor da Universidade de Lisboa ministra disciplina no Programa de Pós-Graduação em Zootecnia...;" O Professor Luis Telo da Gama, da Universidade de Lisboa – Portugal, irá ministrar a disciplina ""Problemas Especiais em Produção Animal com ênfase em Management strategies of animal genetic resources to sustainable production systems and use of the genomic tools (PZOO7369)"" no período de 09 a 15 de fevereiro de 2023,  junto ao Programa de Pós-Graduação em Zootecnia da UFRPE. A disciplina irá ocorrer no formato presencial no Departamento de Zootecnia, no horário de 08 às 12 e de 14 às 18 horas, e será aberta à participação de alunos de outros programas de pós-graduação da UFRPE e outras instituições. Os alunos dos Programas de Pós-Graduação da UFRPE podem realizar a matrícula, através do SIGAA no período de 03 a 07 de fevereiro. Os alunos de Programas de outras instituições interessados devem se inscrever exclusivamente online, pelo endereço https://sigs.ufrpe.br/sigaa/public/processo_seletivo/lista.jsf?nivel=S&aba=p-stricto conforme o cronograma publicado no EDITAL PPGZ 03/2023, no período de 01 a 06 de fevereiro A vinda do Prof. Luis Telo da Gama à UFRPE foi aprovada pelo PPGZ junto ao Programa CAPES/Print/UFRPE, e integra ações de internacionalização da UFRPE. Luis Gama é professor do Departamento de Produção Animal e Segurança Alimentar da Faculdade Medicina Veterinária da Universidade de Lisboa, tem vasta experiência na área de Melhoramento e Conservação de Raças e lidera importantes projetos na área. "
41;/br/content/comunicado-para-candidatoas-vagas-complementares-dos-cursos-edital-32023;27/01/2023 - 19:17;Comunicado para candidato(a)s a vagas complementares dos cursos - Edital 3/2023;Entre os dias 23 e 25/01/2023 foram identificadas inscrições realizadas incompletas no processo seletivo de vagas complementares 2022.2. As inscrições incompletas foram dos dados de curso de graduação, cota e ação afirmativa. Diante disso, a UFRPE solicita aos candidatos que estão com as inscrições incompletas atualizarem suas inscrições seguindo as orientações do tutorial em anexo até o prazo final das inscrições - dia 03/02/2023. A lista dos candidatos com inscrição incompleta está disponível no arquivo em anexo.  
42;/br/content/ufrpe-lan%C3%A7a-programa-de%C2%A0conscientiza%C3%A7%C3%A3o-em-seguran%C3%A7a-da-informa%C3%A7%C3%A3o-e-comunica%C3%A7%C3%A3o;27/01/2023 - 12:12;UFRPE lança Programa de Conscientização em Segurança da Informação e Comunicação;A Secretaria de Serviços Digitais da UFRPE (STD) institui o Programa de Conscientização em Segurança da Informação e Comunicação da UFRPE, que objetiva promover conhecimento e desenvolver cultura em segurança e aplicação de boas práticas na manipulação das informações institucionais. O Previna-se é um programa institucional que abrange a indicação de fontes de informação, campanhas de conscientização e disponibilização de treinamentos sobre o tema para toda a comunidade UFRPE. Dessa forma, ao longo das próximas semanas, serão trazidos conteúdos para que a comunidade da UFRPE compreenda melhor o tema e as ações envolvidas, bem como possa engajar os materiais junto às equipes de trabalho. A Segurança da Informação e Comunicação (SIC) tem o propósito de garantir a confidencialidade, integridade e disponibilidade dos dados, por meio de tecnologia, processos e pessoas e, consequentemente, a continuidade dos serviços. Na UFRPE, a SIC é gerida  pelo Comitê de Governança Digital, que conta com o Subcomitê de Segurança da Informação e Comunicação (SSIC)  para propor e conduzir a implantação de normas e procedimentos internos relacionados à segurança de TIC. Complementarmente, a Equipe de Tratamento a Incidentes em Redes Computacionais (ETIR), atua especificamente na correção e prevenção dos incidentes relacionados à segurança da rede computacional. Fique atento(a) ao portal da UFRPE para acesso aos conteúdos do Previna-se e também acesse oportal da UFRPE Digital, com todas as ações e serviços de transformação digital da UFRPE, gerenciado pela STD: www.digital.ufrpe.br. 
43;/br/content/confira-o-calend%C3%A1rio-acad%C3%AAmico-da-ufrpe-e-nova-data-de-cola%C3%A7%C3%A3o-de-grau-da-uast;26/01/2023 - 13:52;Confira o calendário acadêmico da UFRPE e nova data de colação de grau da UAST;Acesse o anexo abaixo.
44;/br/content/evento-promove-di%C3%A1logo-sobre-processo-de-revis%C3%A3o-da-norma-gri-sobre-biodiversidade;25/01/2023 - 13:41;Evento promove diálogo sobre processo de revisão da Norma GRI sobre Biodiversidade.;"A Global Reporting Initiative (GRI) realizará em 8 de fevereiro de 2023, das 10h00 às 11h00, pelo horáriode Brasília, uma sessão online para esclarecimentos de dúvidas sobre o processo de revisão da Norma
GRI sobre Biodiversidade. O evento contará com tradução simultânea. A inscrição para o evento é gratuita e pode ser realizada no endereço http://bit.ly/3Jajv6q A minuta para consulta da revisão da Norma GRI 304 estará aberta até 28 de fevereiro de 2023 e os comentários devem ser enviados por meio do questionário online. Após esse período, a GRI processará
as informações recebidas e espera publicar a Norma revisada até o final deste ano. Essa é a maior atualização da Norma desde a sua publicação em 2016. Como em todas suas Normas, a GRI está se utilizando de uma robusta abordagem multistakeholder, para garantir a participação e experiência de diversas partes interessadas e reunindo as perspectivas
de negócios, investidores, sociedade civil, acadêmicos e outros normatizadores. Um documento com perguntas frequentes está disponível para consulta. O objetivo do projeto é fazer com que a Norma GRI 304: Biodiversidade represente as melhores prática internacionais, esteja alinhada aos avanços mais recentes e aos instrumentos intergovernamentais
e de autoridades em biodiversidade mais relevantes. A Norma apoiará organizações a ampliar a divulgação estruturada de informações sobre seus impactos mais significativos sobre a biodiversidade e como
os gerenciam. Melhor prestação de contas, maior transparência e responsabilidade. A Iniciativa Global de Relato
A GRI é uma organização internacional independente, sem fins lucrativos, baseada em Amsterdã e presente em todas as regiões do mundo. Somos responsáveis pela publicação e atualização das
Normas GRI — o padrão de relatórios de sustentabilidade mais amplamente adotado internacionalmente — oferecido gratuitamente em 11 idiomas, como bem público. Mais de 10 mil organizações, dentre as quais 78% das 250 maiores empresas do mundo e 68% das 100 maiores empresas de 52 países, utilizam as Normas GRI para produzirem seus relatórios de sustentabilidade, de acordo com a “Pesquisa KPMG de Relatórios de Sustentabilidade”, publicada em outubro de 2022. A pesquisa revelou, no entanto, que apesar da adoção generalizada das Normas GRI, apenas 40% das 5.800 empresas líderes do mundo divulgam seus impactos sobre a biodiversidade. Para mais informações, entrar em contato com a Coordenadoria de Sustentabilidade (CS), da Pró-Reitoria de Planejamento e Gestão Estratégica (PROPLAN) da UFRPE, pelo e-mail: cs.proplan@ufrpe.br ou ramal: 3320-6613. "
45;/br/content/for%C3%A7a-nacional-do-sus-recebe-inscri%C3%A7%C3%B5es-para-volunt%C3%A1rios-em-territ%C3%B3rio-yanomami;23/01/2023 - 12:10;Força Nacional do SUS recebe inscrições para voluntários em território Yanomami;"O Ministério da Saúde mantém disponível o link de cadastro para inscrições de novos voluntários que queiram apoiar a Força Nacional do SUS. Neste momento, os acionamentos têm foco principalmente para serviços em território Yanomami, depois que o Governo Federal decretou Emergência em Saúde Pública de Importância Nacional (Espin) na região diante da necessidade de enfrentamento à desassistência sanitária da população local. Acesse aqui o formulário de inscrição. Para submeter a inscrição é necessário preencher o nome completo e a área de formação. O cadastro é permanente, de forma que convocações possam ser feitas em eventuais futuras missões. Os voluntários já convocados prestarão atendimento direto aos pacientes localizados na Casa de Saúde Indígena (Casai) Yanomami e assistência no hospital de campanha do Exército. A equipe é composta por médicos, enfermeiros e nutricionistas que atuarão de acordo com suas especialidades. A Força Nacional do Sistema Único de Saúde (FN-SUS) é um programa de cooperação criado em novembro de 2011 e voltado à execução de medidas de prevenção, assistência e repressão a situações epidemiológicas, de desastres ou de desassistência à população quando for esgotada a capacidade de resposta do estado ou município. A Força Nacional do SUS pode ser convocada pela Ministra da Saúde, Nísia Trindade, nas seguintes hipóteses: - Em caso de declaração de Emergência em Saúde Pública de Importância Nacional (Espin);
- Por solicitação do Comitê Gestor da FN-SUS;
- Por solicitação dos entes federados; e
- Para integrar ações humanitárias e em resposta internacional coordenada, quando solicitada pela Secretaria de Vigilância em Saúde e Ambiente (SVSA), Secretaria de Atenção Especializada à Saúde e/ou Secretaria de Atenção Primária à Saúde. Com informações do Ministério da Saúde"
46;/br/content/import%C3%A2ncia-da-integridade-p%C3%BAblica-proplan-em-5-minutos;20/01/2023 - 13:30;A importância da integridade pública -  Proplan em 5 Minutos;" O Decreto nº 9.203/2017, publicado em novembro de 2017, que versa sobre a governança da administração pública federal, determina em seu Art. 19, que os órgãos da administração direta, autárquica e fundacional instituam seus
Programas de Integridade. O Programa de Integridade tem o objetivo de promover a adoção de medidas e ações institucionais destinadas à prevenção, à detecção, à punição e à remediação de fraudes e atos de corrupção, estruturado nos seguintes eixos:
I - comprometimento e apoio da alta administração;
II - existência de unidade responsável pela implementação no órgão ou na entidade;
III - análise, avaliação e gestão dos riscos associados ao tema da integridade; e
IV - monitoramento contínuo dos atributos do programa de integridade. Em virtude da exigência, a CGU (Controladoria Geral da União) publicou a Portaria nº 1.089/2018 e a Portaria nº 57/2019, estabelecendo as fases de implementação e os procedimentos necessários à estruturação, à execução e
ao monitoramento dos Programas de Integridade pelos órgãos e entidades. A UFRPE, através da PROPLAN e CGR (Coordenadoria de Gestão e Riscos), no decorrer do ano de 2018, seguindo as orientações constantes nas portarias emitidas pela CGU, realizou um trabalho para verificar como estavam sendo tratadas as situações de nepotismo; conflito de interesses; tratamento de denúncias (Ouvidoria e SIC); promoção da ética e de regras de conduta; promoção da transparência ativa e do acesso à informação; funcionamento e controles internos e recomendações de auditoria; e implementação de procedimentos de responsabilização. Esse trabalho da PROPLAN/CGR resultou no Plano de Integridade da UFRPE, publicado em dezembro de 2018. No último trimestre de 2022 a CGU realizou a avaliação dos Planos de Integridade de todas as instituições da administração pública federal. Em 10 de outubro de 2022, servidores da CGU, entre eles o Superintendente em Pernambuco, compareceram presencialmente na Reitoria da UFRPE para uma reunião onde o assunto foi a avaliação da integridade da instituição, além dos servidores da CGU, participaram do encontro o Reitor; Vice-Reitor; AUDIN; Gabinete da Reitoria; Pró-Reitoria de Planejamento e Gestão Estratégica; e Coordenadoria de Gestão de Riscos. A avaliação por parte da CGU foi positiva no que diz respeito aos temas de integridade na UFRPE. Com base na avaliação da CGU e trabalhos de auditoria interna da AUDIN, a PROPLAN/CGR durante o ano de 2023, vai conduzir e orientar às Unidades Organizacionais responsáveis e envolvidas na temática de Integridade na
revisão e atualização do novo Plano de Integridade da UFRPE, com previsão, a princípio, de conclusão para dezembro de 2023. Para mais informações o monitoramento da implementação dos programas de integridade é realizado pela CGU e está refletido no Painel  Integridade Pública."
47;/br/content/ufrpe-tem-projetos-aprovados-para-programa-brafagricapes-0;20/01/2023 - 13:11;UFRPE tem projetos aprovados para Programa BRAFAGRI/Capes;"O Núcleo de Internacionalização do Instituto IPÊ/UFRPE informa que, mais uma vez, a UFRPE teve 3 projetos submetidos ao Edital do Programa BRAFAGRI/CAPES aprovados; neste caso, para o período de 2023 a 2026. A equipe do Núcleo expressa sua felicidade porque a comunidade acadêmica da UFRPE continuará se beneficiando do Programa BRAFAGRI/CAPES, que, desde 2011 vem fortalecendo a internacionalização da Instituição, promovendo a mobilidade acadêmica de estudantes de graduação e docentes às melhores instituições francesas, além de aproximar as parcerias de pesquisas existentes. Projeto 1 - Cooperação Franco-Brasileira para formação Veterinária na abordagem One Health e Fauna Silvestre, Coordenação Nacional do Prof. Anísio Francisco Soares. Projeto 7-  Programa Franco Brasileiro de ensino em Saúde Animal e Medicina Veterinária Preventiva. Coordenação local do Prof. Anísio Francisco Soares. Projeto 10 -  Impactos ambientais e sustentabilidade de sistemas agropecuários integrados - “IMPASAI”, Coordenação Local do Prof. Leucio Câmara Alves. Comunica-se aos estudantes interessados no Programa BRAFAGRI 2023 que fiquem atentos, pois, em breve, será publicado o Edital de seleção para mobilidade acadêmica na França."
48;/br/content/reitores-dialogam-com-governo-federal-sobre-futuro-das-universidades;20/01/2023 - 11:40;Reitores dialogam com Governo federal sobre futuro das universidades; “Estamos saindo das trevas para voltar à luminosidade de um novo tempo”, afirmou o presidente Luiz Inácio Lula da Silva, na abertura de encontro com reitores de universidades e institutos federais de ensino, na manhã desta quinta-feira, 19 de janeiro, no Palácio do Planalto, em Brasília. A agenda marcou a retomada de encontros anuais entre a Presidência da República, ministros e dirigentes das instituições de ensino, iniciados na gestão de Fernando Haddad à frente do Ministério da Educação (2005-2012), durante os governos Lula e Dilma Rousseff. Além de celebrar a retomada dos encontros, o presidente Lula destacou o papel central da educação em seu projeto de governo e de nação. “Não existe, na história da humanidade, nenhum país que conseguiu se desenvolver sem que antes tivesse resolvido o problema da formação do seu povo. Nós estamos começando um novo momento: eu sei do obscurantismo que vocês viveram nesses últimos quatro anos”, pontuou. O presidente destacou ainda os avanços promovidos na educação brasileira em sua gestão ao longo de dois governos (2003-2010). “Eu tenho orgulho de ter vivido um momento em que a gente mais acreditou na educação. O momento em que a gente mais investiu em ciência e tecnologia, na educação universitária, no ensino fundamental, no ensino médio e nos institutos federais”, afirmou. Lula criticou ainda a interrupção dos encontros e afirmou que a agenda com reitores “é o encontro da civilização”. “Eu nunca consegui compreender a dificuldade de um presidente da República se encontrar com reitores uma vez por ano. A única explicação que vejo é o medo de ouvir reivindicações”, disse. O reitor da UFRPE, Marcelo Carneiro Leão, representou a Instituição no encontro e ressaltou a importância de retomar o diálogo imprescindível com o Governo Federal para o avanço das universidades e da educação para o avanço do País. O presidente da Associação Nacional dos Dirigentes das Instituições Federais de Ensino Superior (Andifes) e reitor da Universidade Federal do Paraná (UFPR), Ricardo Marcelo Fonseca, destacou a importância da retomada do encontro logo no primeiro mês de gestão. “Essa geração de reitores e reitoras – e creio que parte da geração anterior – não sabe o que isso significa, porque nunca experimentou uma reunião com o presidente da República, no Palácio do Planalto. Tenho certeza de que é um gesto carregado de simbologia”, afirmou. Ricardo Fonseca fez ainda um resgate das dificuldades enfrentadas pelas universidades e institutos ao longo dos quatro anos de governo Bolsonaro. “Nossas universidades federais foram maltratadas, detratadas e esganadas orçamentariamente. Fomos colocados como alvo e, pior, fomos alijados do nosso papel natural, que é estar a serviço do Brasil nos projetos de desenvolvimento nacional”, lembrou. O presidente da Andifes falou ainda da disposição de as universidades e institutos retomarem seu papel. “Este conjunto [de instituições] quer apresentar a esse governo sua firme disposição de estar a serviço do Brasil a partir de agora. Nós sabemos que o berço da produção de ciência e tecnologia são as universidades públicas brasileiras, e sem ciência e tecnologia não há desenvolvimento, não há soberania, não há civilidade”, afirmou. O dirigente lembrou ainda a atuação das universidades na defesa da democracia e reforçou a importância de contribuírem em diferentes esferas. “Queremos nos colocar a serviço dos projetos estratégicos do Brasil, nas áreas de meio ambiente, energia limpa, reindustrialização e educação, para acabar com essa dualidade entre a educação superior e os demais níveis de ensino, porque as universidades entendem que a educação básica e os outros níveis de educação também são assuntos nossos”, completou. O encontro também teve o objetivo de apresentar os reitores ao novo ministro da Educação, Camilo Santana, e à nova ministra da Ciência, Tecnologia e Inovações, Luciana Santos. As duas pastas mantêm relação direta com o dia a dia das instituições. Luciana Santos lembrou que as universidades são um patrimônio da inteligência brasileira e defendeu que, apenas por meio da ciência, é possível resolver os problemas do país, em diferentes esferas. Para isso, segundo ela, será preciso resgatar valores civilizatórios, ignorados e até combatidos nos últimos anos. A ministra advogou ainda a necessidade de um ambiente democrático para o desenvolvimento da ciência e afirmou que, à frente da pasta, terá atuação incansável para assegurar os recursos necessários para a ciência e a tecnologia brasileiras. Camilo Santana, da Educação, falou sobre a importância do ensino, em seus diferentes níveis, entre os quais o superior, que voltará, segundo ele, a ter a devida valorização no terceiro governo Lula e na gestão do MEC. Com informações da Comunicação UFMG
49;/br/content/pesquisadora-descobre-superbact%C3%A9ria-que-atinge-til%C3%A1pias-no-brasil;19/01/2023 - 08:36;Pesquisadora descobre superbactéria que atinge tilápias no Brasil;"A pesquisadora Daiane Vaneci da Silva, graduada em Engenharia de Pesca pela UFRPE, descobriu superbactéria que atinge tilápias no Brasil. Destaque da Capes neste mês, ela chegou aos importantes resultados durante sua pesquisa de mestrado na Unesp. A presença da bactéria Klebsiella pneumoniae (K. pneumoniae) em tilápias-do-Nilo foi descoberta com preocupação pela pesquisadora, uma vez que ela causa doenças tipicamente humanas, muito associada a infecções hospitalares, urinárias, septicemia e pneumonias. De acordo com Daiane, a bactéria é difícil de tratar por possui diversos fatores de virulência e grande resistência a antibióticos. Segundo a pesquisadora, estudos nessa área são muito relevantes pela importância da aquicultura no Brasil, que gerou, em 2021, uma receita de R$ 4,7 bilhões, sendo a tilápia-do-Nilo responsável por mais de 60% da produção nacional de peixes. ""Portanto, qualquer desequilíbrio no processo de produção, incluindo infecções bacterianas nos peixes causa grande preocupação tanto por questões econômicas quanto de saúde pública"", afirmou a pesquisadora em entrevista à Capes. O estudo destacado foi pioneiro em descrever a bactéria K. pneumoniae causando infecções em peixes, no Brasil, ao evidenciar que esse patógeno vem acometendo organismos aquáticos em diversos países. A possível causa da infecção de peixes pela bactéria está relacionada ao fato de ser encontrada em diferentes ambientes e fazer parte da microbiota do solo e de corpúsculos na água, conforme indica a pesquisadora. No Brasil, como a maior parte da produção de tilápia é realizada em tanques-rede de pequeno, médio e grande volume, localizados em represas, rios e braços de rios, o despejo ilegal de efluentes – tanto doméstico quanto industrial – nesses ambientes é comum, o que possivelmente está causando a contaminação dos peixes de produção, que se encontram mais estressados e imunossuprimidos. Para a engenheira de Pesca, o ideal é que, a partir dessa descoberta preocupante, os aquicultores e piscicultores procurem um laboratório de diagnósticos para que sejam realizadas análises adequadas para uma identificação de patógeno e tratamento correto.  ""Quando uma doença aparece, alguns produtores de peixes com um menor nível de informação, ofertam antimicrobianos sem ao mesmo identificar qual patógeno está comprometendo a saúde dos animais. Essa estratégia é arriscada porque os antimicrobianos podem não ser efetivos para as bactérias, especialmente quando não são comumente encontradas na piscicultura. Isso é mais preocupante ainda porque se pode estar criando cada vez mais bactérias resistentes aos antimicrobianos, agravando ainda mais a situação"", ressalta. Atualmente, Daiane Vaneci faz doutorado no Laboratório de Microbiologia e Parasitologia de Organismos Aquáticos do Centro de Aquicultura da Unesp, onde aprofunda a pesquisa com a K. Pneumoniae, avaliando a resistência da bactéria frente a mais de 40 antimicrobianos. Também estuda genes de virulência e resistência. ""Sou muito feliz e grata a UFRPE, pela minha formação! E principalmente por todo apoio que tive enquanto fui aluna"", enfatiza Daiane. Com informações da Redação CGCOM/CAPES"
50;/br/content/proplan-apresenta-o-guia-de-boas-pr%C3%A1ticas-gest%C3%A3o-do-conhecimento;13/01/2023 - 08:25;Proplan apresenta o Guia de Boas Práticas: Gestão do Conhecimento;  A Pró-reitoria de Planejamento e Gestão Estratégica (Proplan), ao exercer a sua missão organizacional de “impulsionar a gestão estratégica fornecendo mecanismos e soluções para planejamento, organização e tomada de decisão eficientes” no âmbito da UFRPE, apresenta a toda a comunidade universitária e sociedade o “Guia de Boas-práticas: Gestão do Conhecimento”. A Gestão do Conhecimento, principalmente no contexto das universidades, é um tema cada vez mais relevante nesta nossa sociedade da informação e do conhecimento. Por isso, faz-se relevante direcionar esforços a fim de aprimorar os processos de criação, uso e compartilhamento de conhecimentos, reforçando o caráter democrático e transparente da UFRPE. Este documento representa um compromisso da Proplan com o desenvolvimento da gestão estratégica na UFRPE, por meio de uma iniciativa conjunta de todas as unidades organizacionais que compõem a pró-reitoria, dentro de cada área de atuação, isto é: planejamento organizacional, gestão de processos, gestão de estruturas, gestão de riscos, gestão de indicadores, sustentabilidade e desenvolvimento sustentável. Objetivamos, ainda, contribuir com o desenvolvimento de boas práticas não apenas no âmbito acadêmico, notadamente o tripé universitário de ensino, pesquisa e extensão, mas também no campo da inovação e gestão.  Acesse o Guia de Boas Práticas: Gestão do Conhecimento clicando aqui
51;/br/content/ninterip%C3%AA-divulga-%C2%A0programa%C3%A7%C3%A3o-cultural-do-icbi-recife;09/01/2023 - 14:46;Ninter/Ipê divulga a Programação Cultural do ICBI Recife;"Curso de Língua e Cultura Italiana  Metodologia  O curso tem como objetivo alfabetizar o aluno, possibilitando  uma rápida aprendizagem da língua e cultura italiana, ler, falar e escrever em italiano, gramática, conversação, geografia, história, gastronomia e ao mesmo tempo será possível o conhecimento da cultura italiana. O sistema de avaliação será realizado com tarefas de casa e de classe.  Um sábado no mes é realizada uma aula prática fora do Instituto.  No decorrer do curso será exibido filmes e documentários sobre a Itália. É oferecido bolsas de estudo na Itália aos alunos interessados e no final de cada mes é realizado um jantar italiano com os alunos.  Inf. tel.32214112. Intensivo (1 ano e 1 mês) 14 horas semanais
Regular   (5 semestres) 4 horas semanais  TURMAS 2023 Turmas regulares                        Turmas intensivas 03, 04 e 07/01/2023                     03/01/2023 01, 02 e 04/02/2023                     01/02/2023 01, 03 e 04/03/2023                     01/03/2023 01, 04 e 05/04/2023                     01/04/2023 02, 03 e 06/05/2023                     02/05/2023 01, 02 e 03/06/2023                     01/06/2023 01, 04 e 05/07/2023                     01/07/2023 01, 02 e 05/08/2023                     01/08/2023 01, 02 e 05/09/2023                     01/09/2023 03, 04 e 07/10/2023                     03/10/2023 03, 04 e 07/11/2023                     03/11/2023     01, 02 e 05/12/2023                     01/12/2023   Curso de italiano Jurídico  Todas as sextas-feiras, 9h, 15h, 17h, 19h, indicado para provas de mestrado e doutorado em direito e também pessoas interessadas na compreensão ou tradução de textos juridicos do italiano para lingua brasileira. Turmas regulares  Turmas 2023 06/01/2023 03/02/2023 03/03/2023 14/04/2023 05/05/2023 02/06/2023 02/06/2023 07/07/2023 04/08/2023 01/09/2023 06/10/2023 03/11/2023 01/12/2023 Curso de Língua e Cultura Brasileira   Metodologia O curso tem como objetivo alfabetizar o aluno, possibilitando  uma rápida aprendizagem da língua e cultura brasileira. Capacitando o aluno a ler, escrever e falar na lingua brasileira. Durante o curso serão exibidos documentários e filmes brasileiros.Todas as sextas-feiras, 9h, 15h, 17h, 19hTurmas regulares e intensivas. Inf. tel. 32214112 Todas as quintas-feiras  9h, 15h, 17h, 19h Turmas regulares  Turmas 2023 05/01/2023 02/02/2023 02/03/2023 06/04/2023 04/05/2023 01/06/2023 06/07/2023 03/08/2023 14/09/2023 05/10/2023 09/11/2023 07/12/2023  EXPOSIÇÕES: Exposição: Desenhos de Animais de Leonardo da Vinci, hall de mostras do  Instituto, a exposição é composta de reproduções dos desenhos de animais do famoso artista italiano Leonardo da Vinci, os traços da pintura do Renascimento. Durante a exposição é possível assistir documentário sobre a arte de Leonardo, consultar livros e outras publicações sobre o mesmo.   Exposição: Florença hall de entrada do Instituto, a exposição é composta de gráficas com imagens da cidade de Florença, seus monumentos, sua beleza, seus encantos milenares, durante a exposição é possível assistir documentários sobre Florença (a pátria do Renascimento) e consultar livros e revistas sobre aquela cidade. Exposição>: De Galileu ao Celular sala 1 do Instituto, a exposição é composta de fotografias originais de fotografos italianos, retratando o cotidiano da Itália e dos italianos. Uma  exposição com propósito de associar o interesse de Galileu pelo universo, o progresso da ciência, da tecnologia  o interesse do homem pelomundo fora da Terra. é possível assistir documentário da vida de Galileu Galilei. Exposição:  Imigração Italiana no Brasil mostra permanente sala 2 do Instituto, a exposição contém reproduções de documentos e imagens dos italianos no Basil, a contribuição do povo italiano no nosso contexto nacional, no local tem livros, revistas, jornais sobre o tema e é possível ver filmes sobre a imigração italiana no mundo, é possível fazer pesquisas.  Exposição: Índios do Brasil sala 3 Biblioteca Brasil-Itália, a exposição é composta de gráficas e objetos do mundo indigena do Brasil, é possível consultar livros e material sobre os índios e o Brasil. VIDEOTECA ITALIANA toda quinta feira às 9h, 15h, 17h, 19h. Entrada gratuita VIDEOTECA BRASILEIRA toda quarta feira às 9h, 15h, 17h, 19h. Entrada gratuita CINE CLUBE BRASIL-ITÁLIA 2022                CINE CLUBE BRASIL-ITÁLIA 2022 FILMES ITALIANOS                                        FILMES BRASILEIROS  toda sexta-feira                                             toda quinta-feira 9h, 15h, 17h, 19h Entrada Franca                 9h, 15h, 17h, 19h Entrada Franca Livros, revistas, jornais e publicações do Brasil e da Itália. ICBI  INSTITUTO DE CULTURA BRASIL-ITÁLIA  Rua Marques Amorim, 46 - Boa Vista 50070-330 - Recife - PE -  Brasil. Tel. (081)  32214112. http://icbi.wordpress.com/ icbirecife1988@gmail.com Horário: terça a sexta-feira 9/21h e sábado 9/13h."
